filename,DC.title,year,adjective,count,noun_count
Alexander_von_Ungern-Sternberg_-_Die_Zerrissenen_(1832),Die Zerrissenen,1832,frei,0,6
Alexander_von_Ungern-Sternberg_-_Die_Zerrissenen_(1832),Die Zerrissenen,1832,rein,0,6
Alexander_von_Ungern-Sternberg_-_Die_Zerrissenen_(1832),Die Zerrissenen,1832,blau,0,6
Alexander_von_Ungern-Sternberg_-_Die_Zerrissenen_(1832),Die Zerrissenen,1832,leer,0,6
Alexander_von_Ungern-Sternberg_-_Die_Zerrissenen_(1832),Die Zerrissenen,1832,kalt,0,6
Alexander_von_Ungern-Sternberg_-_Die_Zerrissenen_(1832),Die Zerrissenen,1832,klar,0,6
Alexander_von_Ungern-Sternberg_-_Die_Zerrissenen_(1832),Die Zerrissenen,1832,still,0,6
Alexander_von_Ungern-Sternberg_-_Die_Zerrissenen_(1832),Die Zerrissenen,1832,warm,0,6
Alexander_von_Ungern-Sternberg_-_Die_Zerrissenen_(1832),Die Zerrissenen,1832,feucht,0,6
FW_Hackländer_-_Der_letzte_Bombardier_(1870),Der letzte Bombardier,1870,frisch,7,43
FW_Hackländer_-_Der_letzte_Bombardier_(1870),Der letzte Bombardier,1870,frei,1,43
FW_Hackländer_-_Der_letzte_Bombardier_(1870),Der letzte Bombardier,1870,rein,2,43
FW_Hackländer_-_Der_letzte_Bombardier_(1870),Der letzte Bombardier,1870,blau,0,43
FW_Hackländer_-_Der_letzte_Bombardier_(1870),Der letzte Bombardier,1870,leer,0,43
FW_Hackländer_-_Der_letzte_Bombardier_(1870),Der letzte Bombardier,1870,kalt,0,43
FW_Hackländer_-_Der_letzte_Bombardier_(1870),Der letzte Bombardier,1870,klar,0,43
FW_Hackländer_-_Der_letzte_Bombardier_(1870),Der letzte Bombardier,1870,still,0,43
FW_Hackländer_-_Der_letzte_Bombardier_(1870),Der letzte Bombardier,1870,warm,1,43
FW_Hackländer_-_Der_letzte_Bombardier_(1870),Der letzte Bombardier,1870,feucht,0,43
Karl_Immermann_-_Der_Oberhof_(1839),Der Oberhof,1839,frisch,0,14
Karl_Immermann_-_Der_Oberhof_(1839),Der Oberhof,1839,frei,1,14
Karl_Immermann_-_Der_Oberhof_(1839),Der Oberhof,1839,rein,1,14
Karl_Immermann_-_Der_Oberhof_(1839),Der Oberhof,1839,blau,0,14
Karl_Immermann_-_Der_Oberhof_(1839),Der Oberhof,1839,leer,0,14
Karl_Immermann_-_Der_Oberhof_(1839),Der Oberhof,1839,kalt,0,14
Karl_Immermann_-_Der_Oberhof_(1839),Der Oberhof,1839,klar,0,14
Karl_Immermann_-_Der_Oberhof_(1839),Der Oberhof,1839,still,0,14
Karl_Immermann_-_Der_Oberhof_(1839),Der Oberhof,1839,warm,0,14
Karl_Immermann_-_Der_Oberhof_(1839),Der Oberhof,1839,feucht,0,14
Sir_John_Retcliffe_-_Nena_Sahib_(1858),Nena Sahib,1858,frisch,5,75
