decade,adjective,count,noun_count_in_decade,share
1850,geschwängert,2,873,0.22909507445589922
1850,südlich,2,873,0.22909507445589922
1850,schwer,2,873,0.22909507445589922
1850,balsamisch,2,873,0.22909507445589922
1850,scharf,2,873,0.22909507445589922
1850,historisch,2,873,0.22909507445589922
1850,verdorben,1,873,0.11454753722794961
1850,heitere,1,873,0.11454753722794961
1850,einsam,1,873,0.11454753722794961
1850,erquickend,1,873,0.11454753722794961
1850,heitern,1,873,0.11454753722794961
1850,kält,1,873,0.11454753722794961
1850,blaß,1,873,0.11454753722794961
1850,lau,1,873,0.11454753722794961
1850,neu,1,873,0.11454753722794961
1850,würzig,1,873,0.11454753722794961
1850,ungesund,1,873,0.11454753722794961
1850,pariser,1,873,0.11454753722794961
1850,hiesig,1,873,0.11454753722794961
1850,deutsch,1,873,0.11454753722794961
1850,drückend,1,873,0.11454753722794961
1850,heiter,1,873,0.11454753722794961
1850,feindlich,1,873,0.11454753722794961
1850,eingeschlossen,1,873,0.11454753722794961
1850,schneidend,1,873,0.11454753722794961
1850,wild,1,873,0.11454753722794961
1850,dumpfig,1,873,0.11454753722794961
1850,sonnig,1,873,0.11454753722794961
1850,rauh,1,873,0.11454753722794961
1850,trüb,1,873,0.11454753722794961
1860,frisch,37,609,6.075533661740558
1860,frei,21,609,3.4482758620689653
1860,klar,13,609,2.134646962233169
1860,dumpf,9,609,1.477832512315271
1860,blau,9,609,1.477832512315271
1860,heiß,6,609,0.9852216748768473
1860,kalt,6,609,0.9852216748768473
1860,rein,5,609,0.8210180623973727
1860,leer,5,609,0.8210180623973727
1860,warm,5,609,0.8210180623973727
1860,feucht,5,609,0.8210180623973727
1860,still,4,609,0.6568144499178982
1860,sonnig,3,609,0.49261083743842365
1860,eisig,3,609,0.49261083743842365
1860,lau,2,609,0.3284072249589491
1860,deutsch,2,609,0.3284072249589491
1860,thüringer,2,609,0.3284072249589491
1860,weich,2,609,0.3284072249589491
1860,schwül,2,609,0.3284072249589491
1860,abscheulich,2,609,0.3284072249589491
1860,winterlich,2,609,0.3284072249589491
1860,balsamisch,2,609,0.3284072249589491
1860,gesund,2,609,0.3284072249589491
1860,beklommen,2,609,0.3284072249589491
1860,neu,2,609,0.3284072249589491
1860,scharf,2,609,0.3284072249589491
1860,eingesperrt,1,609,0.16420361247947454
1860,angenehm,1,609,0.16420361247947454
1860,blaß,1,609,0.16420361247947454
1860,trüb,1,609,0.16420361247947454
1860,rauh,1,609,0.16420361247947454
1860,verdorben,1,609,0.16420361247947454
1860,reiner,1,609,0.16420361247947454
1860,mild,1,609,0.16420361247947454
1860,schwer,1,609,0.16420361247947454
1860,ruhig,1,609,0.16420361247947454
1860,kühl,1,609,0.16420361247947454
1860,kräftig,1,609,0.16420361247947454
1860,hell,1,609,0.16420361247947454
1860,nordisch,1,609,0.16420361247947454
1860,eingeschlossen,1,609,0.16420361247947454
1860,leicht,1,609,0.16420361247947454
1860,hoch,1,609,0.16420361247947454
1860,anderer,1,609,0.16420361247947454
1860,drückend,1,609,0.16420361247947454
1860,hiesig,1,609,0.16420361247947454
1860,pariser,1,609,0.16420361247947454
1860,ungesund,1,609,0.16420361247947454
1860,streichend,1,609,0.16420361247947454
1860,erstickend,1,609,0.16420361247947454
1870,frisch,22,600,3.6666666666666665
1870,leer,16,600,2.666666666666667
1870,frei,13,600,2.166666666666667
1870,rein,10,600,1.6666666666666667
1870,blau,9,600,1.5
1870,still,9,600,1.5
1870,grau,6,600,1.0
1870,warm,5,600,0.8333333333333334
1870,klar,5,600,0.8333333333333334
1870,mild,4,600,0.6666666666666667
1870,kalt,3,600,0.5
1870,anderer,3,600,0.5
1870,heiter,3,600,0.5
1870,heiß,3,600,0.5
1870,gut,3,600,0.5
1870,scharf,3,600,0.5
1870,regungslos,2,600,0.33333333333333337
1870,dick,2,600,0.33333333333333337
1870,weich,2,600,0.33333333333333337
1870,unbewegt,2,600,0.33333333333333337
1870,leicht,2,600,0.33333333333333337
1870,dumpf,2,600,0.33333333333333337
1870,schwül,2,600,0.33333333333333337
1870,stickig,2,600,0.33333333333333337
1870,hoch,2,600,0.33333333333333337
1870,schwer,1,600,0.16666666666666669
1870,ausländisch,1,600,0.16666666666666669
1870,gesund,1,600,0.16666666666666669
1870,sonnig,1,600,0.16666666666666669
1870,rauh,1,600,0.16666666666666669
1870,dunkel,1,600,0.16666666666666669
1870,erquickend,1,600,0.16666666666666669
1870,himmlisch,1,600,0.16666666666666669
1870,ruhig,1,600,0.16666666666666669
1870,drückend,1,600,0.16666666666666669
1870,eingeschlossen,1,600,0.16666666666666669
1870,heitern,1,600,0.16666666666666669
1870,naß,1,600,0.16666666666666669
1870,lau,1,600,0.16666666666666669
1870,ganz,1,600,0.16666666666666669
1870,frostig,1,600,0.16666666666666669
1870,eisig,1,600,0.16666666666666669
1880,frisch,22,754,2.9177718832891246
1880,frei,18,754,2.3872679045092835
1880,heiß,8,754,1.0610079575596816
1880,gut,8,754,1.0610079575596816
1880,klar,6,754,0.7957559681697612
1880,deutsch,6,754,0.7957559681697612
1880,kühl,5,754,0.6631299734748011
1880,kalt,5,754,0.6631299734748011
1880,glühend,5,754,0.6631299734748011
1880,schwer,4,754,0.5305039787798408
1880,schwül,4,754,0.5305039787798408
1880,leer,4,754,0.5305039787798408
1880,warm,3,754,0.3978779840848806
1880,sonnig,3,754,0.3978779840848806
1880,anderer,3,754,0.3978779840848806
1880,rein,3,754,0.3978779840848806
1880,blau,3,754,0.3978779840848806
1880,schön,3,754,0.3978779840848806
1880,mild,3,754,0.3978779840848806
1880,ganz,2,754,0.2652519893899204
1880,still,2,754,0.2652519893899204
1880,dick,2,754,0.2652519893899204
1880,kräftig,2,754,0.2652519893899204
1880,verpestet,2,754,0.2652519893899204
1880,schlecht,2,754,0.2652519893899204
1880,dumpf,2,754,0.2652519893899204
1880,schrecklich,2,754,0.2652519893899204
1880,dumpfig,2,754,0.2652519893899204
1880,weich,2,754,0.2652519893899204
1880,flimmernd,1,754,0.1326259946949602
1880,balsamisch,1,754,0.1326259946949602
1880,einströmend,1,754,0.1326259946949602
1880,eisig,1,754,0.1326259946949602
1880,feindlich,1,754,0.1326259946949602
1880,durchsichtig,1,754,0.1326259946949602
1880,streichend,1,754,0.1326259946949602
1880,bewegt,1,754,0.1326259946949602
1880,süß,1,754,0.1326259946949602
1880,pariser,1,754,0.1326259946949602
1880,abscheulich,1,754,0.1326259946949602
1880,himmlisch,1,754,0.1326259946949602
1880,grau,1,754,0.1326259946949602
1880,rauh,1,754,0.1326259946949602
1880,drückend,1,754,0.1326259946949602
1880,feucht,1,754,0.1326259946949602
1880,erfrischend,1,754,0.1326259946949602
1880,würzig,1,754,0.1326259946949602
1880,heitere,1,754,0.1326259946949602
1880,frostig,1,754,0.1326259946949602
1880,faul,1,754,0.1326259946949602
1880,erquickend,1,754,0.1326259946949602
1890,frisch,24,435,5.517241379310345
1890,frei,6,435,1.3793103448275863
1890,rein,4,435,0.9195402298850575
1890,kalt,3,435,0.6896551724137931
1890,feucht,3,435,0.6896551724137931
1890,dumpf,3,435,0.6896551724137931
1890,berliner,3,435,0.6896551724137931
1890,heiß,2,435,0.45977011494252873
1890,warm,2,435,0.45977011494252873
1890,herben,2,435,0.45977011494252873
1890,dünn,2,435,0.45977011494252873
1890,blau,2,435,0.45977011494252873
1890,grau,2,435,0.45977011494252873
1890,schwül,2,435,0.45977011494252873
1890,stickig,2,435,0.45977011494252873
1890,goldig,2,435,0.45977011494252873
1890,kühl,2,435,0.45977011494252873
1890,wehend,2,435,0.45977011494252873
1890,dunstig,2,435,0.45977011494252873
1890,schlecht,2,435,0.45977011494252873
1890,verbraucht,2,435,0.45977011494252873
1890,leicht,2,435,0.45977011494252873
1890,reinst,2,435,0.45977011494252873
1890,dick,1,435,0.22988505747126436
1890,anderer,1,435,0.22988505747126436
1890,einströmend,1,435,0.22988505747126436
1890,hell,1,435,0.22988505747126436
1890,erstickend,1,435,0.22988505747126436
1890,reiner,1,435,0.22988505747126436
1890,klar,1,435,0.22988505747126436
1890,weich,1,435,0.22988505747126436
1890,sonnig,1,435,0.22988505747126436
1890,still,1,435,0.22988505747126436
1890,geschwängert,1,435,0.22988505747126436
1890,ungesund,1,435,0.22988505747126436
1890,dumpfig,1,435,0.22988505747126436
1890,balsamisch,1,435,0.22988505747126436
1890,würzig,1,435,0.22988505747126436
1890,herrlich,1,435,0.22988505747126436
1890,schwer,1,435,0.22988505747126436
1890,leer,1,435,0.22988505747126436
