Idx,Token,Lemma,PoS,Dependency,Dependency_head_idx,Dependency_head_text
0,Heinrich,Heinrich,PROPN,pnc,2,Kleist
1,von,von,PROPN,pnc,2,Kleist
2,Kleist,Kleist,PROPN,ROOT,2,Kleist
3,Das,der,DET,nk,4,Bettelweib
4,Bettelweib,Bettelweib,NOUN,ROOT,4,Bettelweib
5,von,von,ADP,pg,4,Bettelweib
6,Locarno,Locarno,PROPN,nk,5,von
7,Am,an,ADP,mo,16,befand
8,Fuße,Fuß,NOUN,nk,7,Am
9,der,der,DET,nk,10,Alpen
10,Alpen,Alpen,NOUN,ag,8,Fuße
11,bei,bei,ADP,mnr,8,Fuße
12,Locarno,Locarno,PROPN,nk,11,bei
13,im,in,ADP,mnr,8,Fuße
14,oberen,oberer,ADJ,nk,15,Italien
15,Italien,Italien,PROPN,nk,13,im
16,befand,befinden,VERB,ROOT,16,befand
17,sich,sich,PRON,oa,16,befand
18,ein,ein,DET,nk,19,altes
19,altes,alt,ADJ,sb,16,befand
20,",",--,PUNCT,punct,19,altes
21,einem,ein,DET,app,19,altes
22,Marchese,Marchese,PROPN,nk,24,Schloß
23,gehöriges,gehörig,ADJ,nk,24,Schloß
24,Schloß,Schloß,NOUN,ROOT,24,Schloß
25,",",--,PUNCT,punct,24,Schloß
26,das,der,PRON,par,24,Schloß
27,man,man,PRON,sb,26,das
28,jetzt,jetzt,ADV,mo,26,das
29,",",--,PUNCT,punct,28,jetzt
30,wenn,wenn,SCONJ,cp,35,kommt
31,man,man,PRON,sb,35,kommt
32,vom,von,ADP,mo,35,kommt
33,St.,St.,PROPN,pnc,34,Gotthard
34,Gotthard,Gotthard,PROPN,nk,32,vom
35,kommt,kommen,VERB,mo,28,jetzt
36,",",--,PUNCT,punct,35,kommt
37,in,in,ADP,mo,24,Schloß
38,Schutt,Schutt,NOUN,sb,41,liegen
39,und,und,CCONJ,cd,38,Schutt
40,Trümmern,Trümmer,NOUN,cj,39,und
41,liegen,liegen,VERB,oc,42,sieht
42,sieht,sehen,VERB,ROOT,42,sieht
43,:,--,PUNCT,punct,42,sieht
44,ein,ein,DET,nk,45,Schloß
45,Schloß,Schloß,NOUN,sb,42,sieht
46,mit,mit,ADP,mnr,45,Schloß
47,hohen,hoch,ADJ,nk,46,mit
48,und,und,CCONJ,cd,47,hohen
49,weitläufigen,Weitläufig,NOUN,cj,48,und
50,Zimmern,Zimmer,NOUN,ROOT,50,Zimmern
51,",",--,PUNCT,punct,50,Zimmern
52,in,in,ADP,app,50,Zimmern
53,deren,die,DET,nk,52,in
54,einem,ein,DET,nk,52,in
55,einst,einst,ADV,mo,56,auf
56,auf,auf,ADP,mo,65,alte
57,Stroh,Stroh,PROPN,nk,56,auf
58,",",--,PUNCT,punct,57,Stroh
59,das,der,PRON,oa,62,unterschüttete
60,man,man,PRON,sb,62,unterschüttete
61,ihr,ihr,PRON,da,62,unterschüttete
62,unterschüttete,unterschütten,VERB,rc,57,Stroh
