ID;Repositorium;Vorname Autor;Nachname Autor;Nationalität;Pseudonym/Anderer Name;Gesamtname Autor;Geburtsjahr;Sterbejahr;Autor:innengender;Titel;Dateiname;verwendetes Datum;Wörter;Typen;norm_year
1;gutenberg;Arthur;Achleitner;Deutschland;;Arthur Achleitner;1858;1927;male;Das Schloß im Moor;Achleitner_Arthur_Das_Schloss_im_Moor;1903;50886;9654;1903
2;gutenberg;Arthur;Achleitner;Deutschland;;Arthur Achleitner;1858;1927;male;Der Finanzer;Achleitner_Arthur_Der_Finanzer;1903;23933;5941;1903
3;gutenberg;Karl;Adolph;Österreich;;Karl Adolph;1869;1931;male;Haus Nummer 37;Adolph_Karl_Haus_Nummer;1908;102735;17038;1908
4;gutenberg;Karl;Adolph;Österreich;;Karl Adolph;1869;1931;male;Schackerl;Adolph_Karl_Schackerl;1912;39838;9266;1912
5;gutenberg;Karl;Adolph;Österreich;;Karl Adolph;1869;1931;male;Töchter;Adolph_Karl_Toechter;1914;87720;15569;1914
6;textgrid;Peter;Altenberg;Deutschland;;Peter Altenberg;1890;1960;male;Aus dem Tagebuche der edlen Miss Madrilene;Altenberg_Peter_Aus_dem_Tagebuche;1901;1879;769;1901
7;textgrid;Peter;Altenberg;Deutschland;;Peter Altenberg;1890;1960;male;"Aus unseren Tränen wird Weisheit; aber aus eurem Lächeln";Altenberg_Peter_Aus_unseren_Traenen;1908;1442;669;1908
8;textgrid;Peter;Altenberg;Deutschland;;Peter Altenberg;1890;1960;male;De Libertate;Altenberg_Peter_De_Libertate;1901;1310;654;1901
9;textgrid;Peter;Altenberg;Deutschland;;Peter Altenberg;1890;1960;male;Der Besuch;Altenberg_Peter_Der_Besuch;1896;1156;557;1896
10;textgrid;Peter;Altenberg;Deutschland;;Peter Altenberg;1890;1960;male;Der Hofmeister;Altenberg_Peter_Der_Hofmeister;1896;1280;585;1896
11;textgrid;Peter;Altenberg;Deutschland;;Peter Altenberg;1890;1960;male;Der Revolutionär hat sich eingesponnen;Altenberg_Peter_Der_Revolutionaer;1896;1946;813;1896
12;textgrid;Peter;Altenberg;Deutschland;;Peter Altenberg;1890;1960;male;Der Revolutionär dichtet;Altenberg_Peter_Der_Revolutionaer_dichtet;1896;1655;672;1896
13;textgrid;Peter;Altenberg;Deutschland;;Peter Altenberg;1890;1960;male;Die dumme Lise;Altenberg_Peter_Die_dumme_Lise;1901;1728;809;1901
14;textgrid;Peter;Altenberg;Deutschland;;Peter Altenberg;1890;1960;male;Die Primitive;Altenberg_Peter_Die_Primitive;1896;1660;706;1896
15;textgrid;Peter;Altenberg;Deutschland;;Peter Altenberg;1890;1960;male;Ein »Wiener«;Altenberg_Peter_Ein_Wiener;1901;1218;586;1901
16;textgrid;Peter;Altenberg;Deutschland;;Peter Altenberg;1890;1960;male;Eine schweigende Runde;Altenberg_Peter_Eine_schweigende_Runde;1901;1395;605;1901
17;textgrid;Peter;Altenberg;Deutschland;;Peter Altenberg;1890;1960;male;Hausball;Altenberg_Peter_Hausball;1901;1430;608;1901
18;textgrid;Peter;Altenberg;Deutschland;;Peter Altenberg;1890;1960;male;Im Stadtgarten;Altenberg_Peter_Im_Stadtgarten;1896;1074;450;1896
19;textgrid;Peter;Altenberg;Deutschland;;Peter Altenberg;1890;1960;male;Ischler Sommer;Altenberg_Peter_Ischler_Sommer;1901;1067;496;1901
20;textgrid;Peter;Altenberg;Deutschland;;Peter Altenberg;1890;1960;male;Locale Chronik;Altenberg_Peter_Locale_Chronik;1901;1218;549;1901
21;textgrid;Peter;Altenberg;Deutschland;;Peter Altenberg;1890;1960;male;Man braucht Mehrere;Altenberg_Peter_Man_braucht_Mehrere;1901;1564;596;1901
22;textgrid;Peter;Altenberg;Deutschland;;Peter Altenberg;1890;1960;male;Marionetten-Theater;Altenberg_Peter_Marionetten-Theater;1901;1180;491;1901
23;textgrid;Peter;Altenberg;Deutschland;;Peter Altenberg;1890;1960;male;Newsky Roussotine-Truppe;Altenberg_Peter_Newsky_Roussotine-Truppe;1901;1041;550;1901
24;textgrid;Peter;Altenberg;Deutschland;;Peter Altenberg;1890;1960;male;P.A. und T.K.;Altenberg_Peter_P;1896;1116;462;1896
25;textgrid;Peter;Altenberg;Deutschland;;Peter Altenberg;1890;1960;male;Paulina;Altenberg_Peter_Paulina;1901;4703;1495;1901
26;DTA;Peter;Altenberg;Deutschland;;Peter Altenberg;1890;1960;male;Pròdrŏmŏs;Altenberg_Peter_Prodromos;1905;31431;7236;1905
27;textgrid;Peter;Altenberg;Deutschland;;Peter Altenberg;1890;1960;male;Selbstbiographie;Altenberg_Peter_Selbstbiographie;1901;1479;720;1901
28;textgrid;Peter;Altenberg;Deutschland;;Peter Altenberg;1890;1960;male;Theobrôma;Altenberg_Peter_Theobroma;1901;1123;522;1901
29;textgrid;Peter;Altenberg;Deutschland;;Peter Altenberg;1890;1960;male;Tragödie;Altenberg_Peter_Tragoedie;1901;1103;533;1901
30;textgrid;Peter;Altenberg;Deutschland;;Peter Altenberg;1890;1960;male;Tristan und Isolde;Altenberg_Peter_Tristan_und_Isolde;1901;1737;634;1901
31;textgrid;Peter;Altenberg;Deutschland;;Peter Altenberg;1890;1960;male;Unsere jungen Leute;Altenberg_Peter_Unsere_jungen_Leute;1896;1058;505;1896
32;textgrid;Peter;Altenberg;Deutschland;;Peter Altenberg;1890;1960;male;Vor-Frühling;Altenberg_Peter_Vor-Fruehling;1901;1017;595;1901
33;textgrid;Peter;Altenberg;Deutschland;;Peter Altenberg;1890;1960;male;Walküre;Altenberg_Peter_Walkuere;1901;1150;540;1901
34;DTA;Lou;Andreas-Salomé;Deutschland/Russland;Louise von Salomé, Henri Lou, Lolja von Salomé;Lou Andreas-Salomé;1861;1937;female;Fenitschka. Eine Ausschweifung;Andreas-Salome_Lou_Fenitschka;1898;36395;6868;1898
35;gutenberg;Lou;Andreas-Salomé;Deutschland/Russland;Louise von Salomé, Henri Lou, Lolja von Salomé;Lou Andreas-Salomé;1861;1937;female;Ruth;Andreas-Salome_Lou_Ruth;1895;70158;9258;1895
36;gutenberg;Louise;Anklam;Deutschland;;Louise Anklam;;;female;Bestrafte Schmähsucht oder Treue Freundschaft;Anklam_Louise_Kindergeschichten_Bestrafte_Schmaehsucht;1898;3509;1111;1898
37;gutenberg;Louise;Anklam;Deutschland;;Louise Anklam;;;female;Das Stiefmütterchen;Anklam_Louise_Kindergeschichten_Das_Stiefmuetterchen;1898;3593;1118;1898
38;gutenberg;Louise;Anklam;Deutschland;;Louise Anklam;;;female;Der Herr Kaiser;Anklam_Louise_Kindergeschichten_Der_Herr_Kaiser;1898;3585;1199;1898
39;gutenberg;Louise;Anklam;Deutschland;;Louise Anklam;;;female;Der Mutter Geburtstag;Anklam_Louise_Kindergeschichten_Der_Mutter_Geburtstag;1898;2457;922;1898
40;gutenberg;Louise;Anklam;Deutschland;;Louise Anklam;;;female;Der Weihnachtsabend;Anklam_Louise_Kindergeschichten_Der_Weihnachtsabend;1898;3781;1202;1898
41;gutenberg;Louise;Anklam;Deutschland;;Louise Anklam;;;female;Der wilde Arno;Anklam_Louise_Kindergeschichten_Der_wilde_Arno;1898;3895;1325;1898
42;gutenberg;Louise;Anklam;Deutschland;;Louise Anklam;;;female;Der Wunderdoktor;Anklam_Louise_Kindergeschichten_Der_Wunderdoktor;1898;4639;1420;1898
43;gutenberg;Louise;Anklam;Deutschland;;Louise Anklam;;;female;Die Ferien beim Großpapa;Anklam_Louise_Kindergeschichten_Die_Ferien_beim_Grosspapa;1898;1735;734;1898
44;gutenberg;Louise;Anklam;Deutschland;;Louise Anklam;;;female;Frühlingslust;Anklam_Louise_Kindergeschichten_Fruehlingslust;1898;2453;899;1898
45;gutenberg;Louise;Anklam;Deutschland;;Louise Anklam;;;female;Waldröschen;Anklam_Louise_Kindergeschichten_Waldroeschen;1898;1833;752;1898
46;textgrid;Ludwig;Anzengruber;Österreich;Ludwig Gruber;Ludwig Anzengruber;1839;1889;male;Der Einsam;Anzengruber_Ludwig_Der_Einsam;1881;15264;3768;1881
47;textgrid;Ludwig;Anzengruber;Österreich;Ludwig Gruber;Ludwig Anzengruber;1839;1889;male;Der Sternsteinhof;Anzengruber_Ludwig_Der_Sternsteinhof;1884;83894;12417;1884
48;textgrid;Ludwig;Anzengruber;Österreich;Ludwig Gruber;Ludwig Anzengruber;1839;1889;male;Die Gschicht von dö alten Himmeln;Anzengruber_Ludwig_Die_Gschicht_von_doe_alten_Himmeln;1872;1442;599;1872
49;gutenberg;Ludwig;Anzengruber;Österreich;Ludwig Gruber;Ludwig Anzengruber;1839;1889;male;Dorfgänge;Anzengruber_Ludwig_Dorfgaenge;1879;96910;13678;1879
50;gutenberg;Ludwig;Anzengruber;Österreich;Ludwig Gruber;Ludwig Anzengruber;1839;1889;male;Der Hoisel-Loisel;Anzengruber_Ludwig_Kalendergeschichten_Der_Hoisel-Loisel;1894;14463;3685;1894
51;gutenberg;Ludwig;Anzengruber;Österreich;Ludwig Gruber;Ludwig Anzengruber;1839;1889;male;Der Verschollene;Anzengruber_Ludwig_Kalendergeschichten_Der_Verschollene;1894;7239;2206;1894
52;gutenberg;Ludwig;Anzengruber;Österreich;Ludwig Gruber;Ludwig Anzengruber;1839;1889;male;Die drei Prinzen;Anzengruber_Ludwig_Kalendergeschichten_Die_drei_Prinzen;1894;7506;2249;1894
53;gutenberg;Ludwig;Anzengruber;Österreich;Ludwig Gruber;Ludwig Anzengruber;1839;1889;male;Die Märchen des Steinklopferhanns;Anzengruber_Ludwig_Kalendergeschichten_Die_Maerchen_des_Steinklopferhanns;1894;18672;4015;1894
54;gutenberg;Ludwig;Anzengruber;Österreich;Ludwig Gruber;Ludwig Anzengruber;1839;1889;male;Treff-Aß;Anzengruber_Ludwig_Kalendergeschichten_Treff-Ass;1894;4438;1397;1894
55;gutenberg;Ludwig;Anzengruber;Österreich;Ludwig Gruber;Ludwig Anzengruber;1839;1889;male;Wie mit dem Herrgott umgegangen wird;Anzengruber_Ludwig_Kalendergeschichten_Wie_mit_dem_Herrgott;1894;3485;1322;1894
56;gutenberg;Ludwig;Anzengruber;Österreich;Ludwig Gruber;Ludwig Anzengruber;1839;1889;male;Zu fromm;Anzengruber_Ludwig_Kalendergeschichten_Zu_fromm;1894;7658;2094;1894
57;gutenberg;Ludwig;Anzengruber;Österreich;Ludwig Gruber;Ludwig Anzengruber;1839;1889;male;Teufelsträume;Anzengruber_Ludwig_Teufelstraeume;1873;4120;1590;1873
58;gutenberg;Robert;Ascher;Österreich;Robert Maximilian Ascher;Robert Ascher;1883;1933;male;Der Schuhmeier;Ascher_Robert_Der_Schuhmeier;1918;115248;18265;1918
59;gutenberg;Berthold;Auerbach;Deutschland;Moses Baruch Auerbacher;Berthold Auerbach;1812;1882;male;Auf Wache;Auerbach_Berthold_Drei_einzige_Toechter_Auf_Wache;1875;5053;1626;1875
60;gutenberg;Berthold;Auerbach;Deutschland;Moses Baruch Auerbacher;Berthold Auerbach;1812;1882;male;Der Fels der Ehrenlegion;Auerbach_Berthold_Drei_einzige_Toechter_Der_Fels_der_Ehrenlegion;1875;18492;3975;1875
61;gutenberg;Berthold;Auerbach;Deutschland;Moses Baruch Auerbacher;Berthold Auerbach;1812;1882;male;Nannchen von Mainz;Auerbach_Berthold_Drei_einzige_Toechter_Nannchen_von_Mainz;1875;12297;2534;1875
62;gutenberg;Berthold;Auerbach;Deutschland;Moses Baruch Auerbacher;Berthold Auerbach;1812;1882;male;Landolin von Reutershöfen;Auerbach_Berthold_Landolin_von_Reutershoefen;1878;56681;7696;1878
63;gutenberg;Brigitte;Augusti;Deutschland;Auguste Plehn, geb. Bresler;Brigitte Augusti;1839;1930;female;Mädchenlose;Augusti_Brigitte_Maedchenlose;1882;42690;7339;1882
64;gutenberg;Hermann;Bahr;Österreich;Hermann Anastas;Hermann Bahr;1863;1934;male;Dialog vom Marsyas;Bahr_Hermann_Dialog_vom_Marsyas;1905;16836;3544;1905
65;textgrid;Hermann;Bahr;Österreich;Hermann Anastas;Hermann Bahr;1863;1934;male;Die gute Schule;Bahr_Hermann_Die_gute_Schule;1890;52624;8798;1890
66;gutenberg;Hermann;Bahr;Österreich;Hermann Anastas;Hermann Bahr;1863;1934;male;Die Rahl;Bahr_Hermann_Die_Rahl;1909;73878;7468;1909
67;gutenberg;Hermann;Bahr;Österreich;Hermann Anastas;Hermann Bahr;1863;1934;male;Himmelfahrt;Bahr_Hermann_Himmelfahrt;1916;88980;10012;1916
68;gutenberg;Hermann;Bahr;Österreich;Hermann Anastas;Hermann Bahr;1863;1934;male;Das Käferl;Bahr_Hermann_Leander_Das_Kaeferl;1899;2470;709;1899
69;gutenberg;Hermann;Bahr;Österreich;Hermann Anastas;Hermann Bahr;1863;1934;male;Der Prinz;Bahr_Hermann_Leander_Der_Prinz;1899;1674;601;1899
70;gutenberg;Hermann;Bahr;Österreich;Hermann Anastas;Hermann Bahr;1863;1934;male;Der verständige Herr;Bahr_Hermann_Leander_Der_verstaendige_Herr;1899;2208;955;1899
71;gutenberg;Hermann;Bahr;Österreich;Hermann Anastas;Hermann Bahr;1863;1934;male;Die treue Adele;Bahr_Hermann_Leander_Die_treue_Adele;1899;3352;1322;1899
72;gutenberg;Hermann;Bahr;Österreich;Hermann Anastas;Hermann Bahr;1863;1934;male;Dora;Bahr_Hermann_Leander_Dora;1899;18301;3189;1899
73;gutenberg;Hermann;Bahr;Österreich;Hermann Anastas;Hermann Bahr;1863;1934;male;Leander;Bahr_Hermann_Leander_Leander;1899;15628;2795;1899
74;gutenberg;Hermann;Bahr;Österreich;Hermann Anastas;Hermann Bahr;1863;1934;male;Lenke;Bahr_Hermann_Leander_Lenke;1899;8679;1858;1899
75;gutenberg;Hermann;Bahr;Österreich;Hermann Anastas;Hermann Bahr;1863;1934;male;Mein Engländer;Bahr_Hermann_Leander_Mein_Englaender;1899;2093;714;1899
76;gutenberg;Hermann;Bahr;Österreich;Hermann Anastas;Hermann Bahr;1863;1934;male;Mit der Nase;Bahr_Hermann_Leander_Mit_der_Nase;1899;1663;729;1899
77;gutenberg;Hermann;Bahr;Österreich;Hermann Anastas;Hermann Bahr;1863;1934;male;Wirkung in die Ferne;Bahr_Hermann_Leander_Wirkung_in_die_Ferne;1899;8097;2138;1899
78;gutenberg;Hermann;Bahr;Österreich;Hermann Anastas;Hermann Bahr;1863;1934;male;O Mensch!;Bahr_Hermann_O_Mensch;1910;74186;7085;1910
79;gutenberg;Hermann;Bahr;Österreich;Hermann Anastas;Hermann Bahr;1863;1934;male;Theater;Bahr_Hermann_Theater;1897;44102;6398;1897
80;textgrid;Hugo;Ball;Deutschland;;Hugo Ball;1886;1927;male;Flammetti;Ball_Hugo_Flammetti;1918;45910;9239;1918
81;gutenberg;Hugo;Ball;Deutschland;;Hugo Ball;1886;1927;male;Bulbos Gebet;Ball_Hugo_Tenderenda_der_Phantast_Bulbos_Gebet;1914-1922/1967;1071;581;1914
83;gutenberg;Hugo;Ball;Deutschland;;Hugo Ball;1886;1927;male;Der Verwesungsdirigent;Ball_Hugo_Tenderenda_der_Phantast_Der_Verwesungsdirigent;1914-1922/1967;1052;569;1914
84;gutenberg;Hugo;Ball;Deutschland;;Hugo Ball;1886;1927;male;Grand Hotel Metaphysik;Ball_Hugo_Tenderenda_der_Phantast_Grand_Hotel_Metaphysik;1914-1922/1967;1418;768;1914
85;gutenberg;Hugo;Ball;Deutschland;;Hugo Ball;1886;1927;male;Satanopolis;Ball_Hugo_Tenderenda_der_Phantast_Satanopolis;1914-1922/1967;1342;630;1914
86;gutenberg;Ernst;Barlach;Deutschland;;Ernst Barlach;1870;1938;male;Auf Deichwegen;Barlach_Ernst_Fragmente_aus_frueherer_Zeit_Auf_Deichwegen;1895;1596;799;1895
87;gutenberg;Ernst;Barlach;Deutschland;;Ernst Barlach;1870;1938;male;Aus den Erlebnissen des jungen Humors;Barlach_Ernst_Fragmente_aus_frueherer_Zeit_Aus_den_Erlebnissen_des_jungen_Humors;1895;2629;1141;1895
88;gutenberg;Ernst;Barlach;Deutschland;;Ernst Barlach;1870;1938;male;Besuch bei mir;Barlach_Ernst_Fragmente_aus_frueherer_Zeit_Besuch_bei_mir;1895;1908;856;1895
89;gutenberg;Ernst;Barlach;Deutschland;;Ernst Barlach;1870;1938;male;Das Glück;Barlach_Ernst_Fragmente_aus_frueherer_Zeit_Das_Glueck;1895;3204;1191;1895
90;gutenberg;Ernst;Barlach;Deutschland;;Ernst Barlach;1870;1938;male;Der Strandwächter;Barlach_Ernst_Fragmente_aus_frueherer_Zeit_Der_Strandwaechter;1895;1391;704;1895
91;gutenberg;Ernst;Barlach;Deutschland;;Ernst Barlach;1870;1938;male;Die Hexe der Einsamkeit;Barlach_Ernst_Fragmente_aus_frueherer_Zeit_Die_Hexe_der_Einsamkeit;1895;1093;558;1895
92;gutenberg;Ernst;Barlach;Deutschland;;Ernst Barlach;1870;1938;male;Die Stunden;Barlach_Ernst_Fragmente_aus_frueherer_Zeit_Die_Stunden;1895;1657;733;1895
93;gutenberg;Ernst;Barlach;Deutschland;;Ernst Barlach;1870;1938;male;Die Todesreise;Barlach_Ernst_Fragmente_aus_frueherer_Zeit_Die_Todesreise;1895;2442;1136;1895
94;gutenberg;Ernst;Barlach;Deutschland;;Ernst Barlach;1870;1938;male;Friedrichsroda;Barlach_Ernst_Fragmente_aus_frueherer_Zeit_Friedrichsroda;1895;1941;844;1895
95;gutenberg;Ernst;Barlach;Deutschland;;Ernst Barlach;1870;1938;male;Im Märchenlande;Barlach_Ernst_Fragmente_aus_frueherer_Zeit_Im_Maerchenlande;1895;2209;948;1895
96;gutenberg;Ernst;Barlach;Deutschland;;Ernst Barlach;1870;1938;male;Reise des Humors und des Beobachtungsgeistes;Barlach_Ernst_Fragmente_aus_frueherer_Zeit_Reise_des_Humors;1895;10225;3162;1895
97;gutenberg;Ernst;Barlach;Deutschland;;Ernst Barlach;1870;1938;male;Sommermorgen;Barlach_Ernst_Fragmente_aus_frueherer_Zeit_Sommermorgen;1895;2275;911;1895
98;gutenberg;Ernst;Barlach;Deutschland;;Ernst Barlach;1870;1938;male;Sommertag;Barlach_Ernst_Fragmente_aus_frueherer_Zeit_Sommertag;1895;1073;505;1895
99;gutenberg;Ernst;Barlach;Deutschland;;Ernst Barlach;1870;1938;male;Sturm auf der Seine;Barlach_Ernst_Fragmente_aus_frueherer_Zeit_Sturm_auf_der_Seine;1895;1443;686;1895
100;gutenberg;Ernst;Barlach;Deutschland;;Ernst Barlach;1870;1938;male;Sturms Heimkehr;Barlach_Ernst_Fragmente_aus_frueherer_Zeit_Sturms_Heimkehr;1895;5515;2136;1895
101;gutenberg;Ernst;Barlach;Deutschland;;Ernst Barlach;1870;1938;male;Unsere lieben Haushexen;Barlach_Ernst_Fragmente_aus_frueherer_Zeit_Unsere_lieben_Haushexen;1895;3505;1536;1895
102;gutenberg;Ernst;Barlach;Deutschland;;Ernst Barlach;1870;1938;male;Güstrower Fragmente;Barlach_Ernst_Guestrower_Fragmente;1914-1917;10160;3345;1914
103;gutenberg;Ernst;Barlach;Deutschland;;Ernst Barlach;1870;1938;male;Seespeck;Barlach_Ernst_Seespeck;1920;58424;11450;1920
104;gutenberg;Rudolf;Baumbach;Deutschland;Paul Bach;Rudolf Baumbach;1840;1905;male;Das Habichtsfräulein;Baumbach_Rudolf_Aus_der_Jugendzeit_Das_Habichtsfraeulein;1893;26528;5800;1893
105;gutenberg;Rudolf;Baumbach;Deutschland;Paul Bach;Rudolf Baumbach;1840;1905;male;Der Schwiegersohn;Baumbach_Rudolf_Aus_der_Jugendzeit_Der_Schwiegersohn;1893;21949;5336;1893
106;gutenberg;Rudolf;Baumbach;Deutschland;Paul Bach;Rudolf Baumbach;1840;1905;male;Die Nonna;Baumbach_Rudolf_Aus_der_Jugendzeit_Die_Nonna;1893;8980;2851;1893
107;gutenberg;Rudolf;Baumbach;Deutschland;Paul Bach;Rudolf Baumbach;1840;1905;male;Einbein;Baumbach_Rudolf_Aus_der_Jugendzeit_Einbein;1893;2873;1100;1893
108;gutenberg;August;Becker;Deutschland;;August Becker;1828;1891;male;Die Nonnensusel;Becker_August_Die_Nonnensusel;1886;117113;15094;1886
109;gutenberg;Alice;Berend;Deutschland;;Alice Berend;1875;1938;female;Die Bräutigame der Babette Bomberling;Berend_Alice_Die_Braeutigame_der_Babette;1915;32708;6075;1915
110;gutenberg;Alice;Berend;Deutschland;;Alice Berend;1875;1938;female;Die Reise des Herrn Sebastian Wenzel;Berend_Alice_Die_Reise_des_Herrn;1911;43698;7464;1911
111;gutenberg;Alice;Berend;Deutschland;;Alice Berend;1875;1938;female;Frau Hempels Tochter;Berend_Alice_Frau_Hempels_Tochter;1912;47578;7387;1912
112;gutenberg;Alice;Berend;Deutschland;;Alice Berend;1875;1938;female;Spreemann & Co;Berend_Alice_Spreemann;1916;70357;10438;1916
113;gutenberg;Marie;Bernhard;Deutschland;Bernhard Frey;Marie Bernhard;1852;1937;female;Heimatluft;Bernhard_Marie_Heimatluft;1905;17902;4522;1905
114;gutenberg;Theodor;Berthold;Deutschland;Theodor Gottfried Johann Berthold, Theodor Bleibtreu, Dorus von Bockelt, Theodor Carus;Theodor Berthold;1841;1909;male;Albrecht der Bär;Berthold_Theodor_Lustige_Gymnasialgeschichten_Albrecht_der_Baer;1885;1902;868;1885
115;gutenberg;Theodor;Berthold;Deutschland;Theodor Gottfried Johann Berthold, Theodor Bleibtreu, Dorus von Bockelt, Theodor Carus;Theodor Berthold;1841;1909;male;Auf Schneeschuhen;Berthold_Theodor_Lustige_Gymnasialgeschichten_Auf_Schneeschuhen;1885;4195;1698;1885
116;gutenberg;Theodor;Berthold;Deutschland;Theodor Gottfried Johann Berthold, Theodor Bleibtreu, Dorus von Bockelt, Theodor Carus;Theodor Berthold;1841;1909;male;Corvus Corax;Berthold_Theodor_Lustige_Gymnasialgeschichten_Corvus_Corax;1885;1739;807;1885
117;gutenberg;Theodor;Berthold;Deutschland;Theodor Gottfried Johann Berthold, Theodor Bleibtreu, Dorus von Bockelt, Theodor Carus;Theodor Berthold;1841;1909;male;Der Hauptgewinn;Berthold_Theodor_Lustige_Gymnasialgeschichten_Der_Hauptgewinn;1885;2439;1047;1885
118;gutenberg;Theodor;Berthold;Deutschland;Theodor Gottfried Johann Berthold, Theodor Bleibtreu, Dorus von Bockelt, Theodor Carus;Theodor Berthold;1841;1909;male;Der Karneval von Dudenrode;Berthold_Theodor_Lustige_Gymnasialgeschichten_Der_Karneval_von_Dudenrode;1885;3974;1746;1885
119;gutenberg;Theodor;Berthold;Deutschland;Theodor Gottfried Johann Berthold, Theodor Bleibtreu, Dorus von Bockelt, Theodor Carus;Theodor Berthold;1841;1909;male;Der Schein trügt;Berthold_Theodor_Lustige_Gymnasialgeschichten_Der_Schein_truegt;1885;5686;2009;1885
120;gutenberg;Theodor;Berthold;Deutschland;Theodor Gottfried Johann Berthold, Theodor Bleibtreu, Dorus von Bockelt, Theodor Carus;Theodor Berthold;1841;1909;male;Des armen Friedel Nikolaustag;Berthold_Theodor_Lustige_Gymnasialgeschichten_Des_armen_Friedel_Nikolaustag;1885;7072;2190;1885
121;gutenberg;Theodor;Berthold;Deutschland;Theodor Gottfried Johann Berthold, Theodor Bleibtreu, Dorus von Bockelt, Theodor Carus;Theodor Berthold;1841;1909;male;Ein Altertümchen;Berthold_Theodor_Lustige_Gymnasialgeschichten_Ein_Altertuemchen;1885;6891;2439;1885
122;gutenberg;Theodor;Berthold;Deutschland;Theodor Gottfried Johann Berthold, Theodor Bleibtreu, Dorus von Bockelt, Theodor Carus;Theodor Berthold;1841;1909;male;Ein Ferienabenteuer;Berthold_Theodor_Lustige_Gymnasialgeschichten_Ein_Ferienabenteuer;1885;1669;798;1885
123;gutenberg;Theodor;Berthold;Deutschland;Theodor Gottfried Johann Berthold, Theodor Bleibtreu, Dorus von Bockelt, Theodor Carus;Theodor Berthold;1841;1909;male;Erinnerungen eines Tierfreundes;Berthold_Theodor_Lustige_Gymnasialgeschichten_Erinnerungen_eines_Tierfreundes;1885;12305;3528;1885
124;gutenberg;Theodor;Berthold;Deutschland;Theodor Gottfried Johann Berthold, Theodor Bleibtreu, Dorus von Bockelt, Theodor Carus;Theodor Berthold;1841;1909;male;Friedrich der Weise;Berthold_Theodor_Lustige_Gymnasialgeschichten_Friedrich_der_Weise;1885;1632;773;1885
125;gutenberg;Theodor;Berthold;Deutschland;Theodor Gottfried Johann Berthold, Theodor Bleibtreu, Dorus von Bockelt, Theodor Carus;Theodor Berthold;1841;1909;male;Harald der Lange;Berthold_Theodor_Lustige_Gymnasialgeschichten_Harald_der_Lange;1885;3049;1255;1885
126;gutenberg;Theodor;Berthold;Deutschland;Theodor Gottfried Johann Berthold, Theodor Bleibtreu, Dorus von Bockelt, Theodor Carus;Theodor Berthold;1841;1909;male;Hochmut kommt vorm Fall;Berthold_Theodor_Lustige_Gymnasialgeschichten_Hochmut_kommt_vorm_Fall;1885;3182;1367;1885
127;gutenberg;Theodor;Berthold;Deutschland;Theodor Gottfried Johann Berthold, Theodor Bleibtreu, Dorus von Bockelt, Theodor Carus;Theodor Berthold;1841;1909;male;Junge Düppelstürmer;Berthold_Theodor_Lustige_Gymnasialgeschichten_Junge_Dueppelstuermer;1885;3340;1395;1885
128;gutenberg;Theodor;Berthold;Deutschland;Theodor Gottfried Johann Berthold, Theodor Bleibtreu, Dorus von Bockelt, Theodor Carus;Theodor Berthold;1841;1909;male;Ludwig das Kind;Berthold_Theodor_Lustige_Gymnasialgeschichten_Ludwig_das_Kind;1885;1811;849;1885
129;gutenberg;Theodor;Berthold;Deutschland;Theodor Gottfried Johann Berthold, Theodor Bleibtreu, Dorus von Bockelt, Theodor Carus;Theodor Berthold;1841;1909;male;Meine eigene Stube;Berthold_Theodor_Lustige_Gymnasialgeschichten_Meine_eigene_Stube;1885;4605;1575;1885
130;gutenberg;Theodor;Berthold;Deutschland;Theodor Gottfried Johann Berthold, Theodor Bleibtreu, Dorus von Bockelt, Theodor Carus;Theodor Berthold;1841;1909;male;Pipin der Kleine;Berthold_Theodor_Lustige_Gymnasialgeschichten_Pipin_der_Kleine;1885;3394;1359;1885
131;gutenberg;Theodor;Berthold;Deutschland;Theodor Gottfried Johann Berthold, Theodor Bleibtreu, Dorus von Bockelt, Theodor Carus;Theodor Berthold;1841;1909;male;Schlaflos;Berthold_Theodor_Lustige_Gymnasialgeschichten_Schlaflos;1885;2381;1030;1885
132;gutenberg;Theodor;Berthold;Deutschland;Theodor Gottfried Johann Berthold, Theodor Bleibtreu, Dorus von Bockelt, Theodor Carus;Theodor Berthold;1841;1909;male;Schweflers Namenstag;Berthold_Theodor_Lustige_Gymnasialgeschichten_Schweflers_Namenstag;1885;2418;969;1885
133;gutenberg;Theodor;Berthold;Deutschland;Theodor Gottfried Johann Berthold, Theodor Bleibtreu, Dorus von Bockelt, Theodor Carus;Theodor Berthold;1841;1909;male;Strand und Sand;Berthold_Theodor_Lustige_Gymnasialgeschichten_Strand_und_Sand;1885;18754;5742;1885
134;gutenberg;Hugo;Bettauer;Österreich;Maximilian Hugo Bettauer;Hugo Bettauer;1872;1925;male;Hemmungslos;Bettauer_Hugo_Hemmungslos;1920;39000;8046;1920
135;gutenberg;Otto Julius;Bierbaum;Deutschland;;Otto Julius Bierbaum;1865;1910;male;Annemargreth und die drei Junggesellen;Bierbaum_Otto_Julius_Annemargreth_und;1902;5721;2048;1902
136;gutenberg;Otto Julius;Bierbaum;Deutschland;;Otto Julius Bierbaum;1865;1910;male;Aschermittwoch;Bierbaum_Otto_Julius_Aschermittwoch;1920;1830;832;1920
