ID;Repositorium;Vorname Autor;Nachname Autor;Nationalität;Pseudonym/Anderer Name;Gesamtname Autor;Geburtsjahr;Sterbejahr;Autor:innengender;Titel;Dateiname;verwendetes Datum;Wörter;Typen;norm_year
2127;textgrid;Ludwig;Thoma;Deutschland;;Ludwig Thoma;1867;1921;male;Meine erste Liebe;Thoma_Ludwig_Meine_erste_Liebe;1905;1636;526;1905
2128;gutenberg;Ludwig;Thoma;Deutschland;;Ludwig Thoma;1867;1921;male;Münchnerinnen;Thoma_Ludwig_Muenchnerinnen;1919;49213;8694;1919
2129;gutenberg;Ludwig;Thoma;Deutschland;;Ludwig Thoma;1867;1921;male;Bismarck;Thoma_Ludwig_Nachbarsleute_Bismarck;1913;2566;1089;1913
2130;gutenberg;Ludwig;Thoma;Deutschland;;Ludwig Thoma;1867;1921;male;Das alte Recht;Thoma_Ludwig_Nachbarsleute_Das_alte_Recht;1913;3728;1427;1913
2131;gutenberg;Ludwig;Thoma;Deutschland;;Ludwig Thoma;1867;1921;male;Das Begräbnis;Thoma_Ludwig_Nachbarsleute_Das_Begraebnis;1913;1369;711;1913
2132;gutenberg;Ludwig;Thoma;Deutschland;;Ludwig Thoma;1867;1921;male;Der Christabend;Thoma_Ludwig_Nachbarsleute_Der_Christabend;1913;1079;554;1913
2133;gutenberg;Ludwig;Thoma;Deutschland;;Ludwig Thoma;1867;1921;male;Der westfälische Glaubensbote;Thoma_Ludwig_Nachbarsleute_Der_westfaelische_Glaubensbote;1913;4427;1566;1913
2134;gutenberg;Ludwig;Thoma;Deutschland;;Ludwig Thoma;1867;1921;male;Kaspar Asam;Thoma_Ludwig_Nachbarsleute_Kaspar_Asam;1913;3226;1337;1913
2135;gutenberg;Ludwig;Thoma;Deutschland;;Ludwig Thoma;1867;1921;male;Papas Fehltritt;Thoma_Ludwig_Nachbarsleute_Papas_Fehltritt;1913;6548;1952;1913
2136;gutenberg;Ludwig;Thoma;Deutschland;;Ludwig Thoma;1867;1921;male;Peter Spanningers Liebesabenteuer;Thoma_Ludwig_Nachbarsleute_Peter_Spanningers_Liebesabenteuer;1913;5154;1883;1913
2137;gutenberg;Ludwig;Thoma;Deutschland;;Ludwig Thoma;1867;1921;male;Anfänge;Thoma_Ludwig_Onkel_Peppi_und_andere_Geschichten_Anfaenge;1904;2692;1048;1904
2138;gutenberg;Ludwig;Thoma;Deutschland;;Ludwig Thoma;1867;1921;male;Assessor Karlchen;Thoma_Ludwig_Onkel_Peppi_und_andere_Geschichten_Assessor_Karlchen;1904;1227;588;1904
2139;gutenberg;Ludwig;Thoma;Deutschland;;Ludwig Thoma;1867;1921;male;Das Volkslied;Thoma_Ludwig_Onkel_Peppi_und_andere_Geschichten_Das_Volkslied;1904;1957;845;1904
2140;gutenberg;Ludwig;Thoma;Deutschland;;Ludwig Thoma;1867;1921;male;Der Truderer;Thoma_Ludwig_Onkel_Peppi_und_andere_Geschichten_Der_Truderer;1904;1521;586;1904
2141;gutenberg;Ludwig;Thoma;Deutschland;;Ludwig Thoma;1867;1921;male;Der Vertrag;Thoma_Ludwig_Onkel_Peppi_und_andere_Geschichten_Der_Vertrag;1904;1038;536;1904
2142;gutenberg;Ludwig;Thoma;Deutschland;;Ludwig Thoma;1867;1921;male;Der Wilderer;Thoma_Ludwig_Onkel_Peppi_und_andere_Geschichten_Der_Wilderer;1904;1601;785;1904
2143;gutenberg;Ludwig;Thoma;Deutschland;;Ludwig Thoma;1867;1921;male;Die Eigentumsfanatiker;Thoma_Ludwig_Onkel_Peppi_und_andere_Geschichten_Die_Eigentumsfanatiker;1904;2320;873;1904
2144;gutenberg;Ludwig;Thoma;Deutschland;;Ludwig Thoma;1867;1921;male;Kabale und Liebe;Thoma_Ludwig_Onkel_Peppi_und_andere_Geschichten_Kabale_und_Liebe;1904;2813;1216;1904
2145;gutenberg;Ludwig;Thoma;Deutschland;;Ludwig Thoma;1867;1921;male;Onkel Peppi;Thoma_Ludwig_Onkel_Peppi_und_andere_Geschichten_Onkel_Peppi;1904;8563;2456;1904
2146;gutenberg;Ludwig;Thoma;Deutschland;;Ludwig Thoma;1867;1921;male;Solide Köpfe;Thoma_Ludwig_Onkel_Peppi_und_andere_Geschichten_Solide_Koepfe;1904;1270;723;1904
2147;textgrid;Ludwig;Thoma;Deutschland;;Ludwig Thoma;1867;1921;male;Tante Frieda;Thoma_Ludwig_Tante_Frieda;1907;5255;917;1907
2148;DTA;Marie;Tihanyi Sturza;Ungarn/Deutschland;Marie Karoline Alexandrine Tihanyi-Freyler, Marie Tihanyi Gräfin Stur(d)za, Marie (Irma) Karoline Alexandrine Sturza (Tihanyi-Freyler);Marie Tihanyi Sturza;1867;1927-1935;female;Das Gelübde einer dreißigjährigen Frau;Tihanyi_Sturza_Marie_Das_Geluebde;1905;47088;8026;1905
2149;textgrid;Georg;Trakl;Österreich;;Georg Trakl;1887;1914;male;Traumland;Trakl_Georg_Traumland;1906;1334;600;1906
2150;gutenberg;Franz;Treller;Deutschland;;Franz Treller;1839;1908;male;Der Letzte vom »Admiral«;Treller_Franz_Der_Letzte_vom_Admiral;1884;90888;12590;1884
2151;gutenberg;Franz;Treller;Deutschland;;Franz Treller;1839;1908;male;Der Sohn des Gaucho;Treller_Franz_Der_Sohn_des_Gaucho;1890;80435;10401;1890
2152;gutenberg;Kurt;Tucholsky;Deutschland;;Kurt Tucholsky;1890;1935;male;Rheinsberg;Tucholsky_Kurt_Rheinsberg;1912;8701;2837;1912
2153;gutenberg;Hermann;Ungar;Österreich/Ungarn/Tschechien;;Hermann Ungar;1893;1929;male;Ein Mann und eine Magd;Ungar_Hermann_Knaben_und_Moerder_Ein_Mann_und_eine_Magd;1920;12404;2861;1920
2154;gutenberg;Hermann;Ungar;Österreich/Ungarn/Tschechien;;Hermann Ungar;1893;1929;male;Geschichte eines Mordes;Ungar_Hermann_Knaben_und_Moerder_Geschichte_eines_Mordes;1920;16059;3337;1920
2155;gutenberg;Käthe;van Beeker;Deutschland;;Käthe van Beeker;1863;1917;female;Hansis Europareise;van_Beeker_Kaethe_Hansis_Europareise;1900;41761;7486;1900
2156;gutenberg;Emma;Vely;Deutschland;Emma Simon, Wilhelmine Gertrude Friederike Karoline Theodore Marie Emma Couvely;Emma Vely;1848;1934;female;Burgfriede;Vely_Emma_Burgfriede;1901;26579;5090;1901
2157;gutenberg;Hermine;Villinger;Deutschland;H. Wilfried, H. Willfried, Hermine Anna Theresia Xaveria Villinger;Hermine Villinger;1849;1917;female;Aus dem Fexenreich;Villinger_Hermine_Aus_unserer_Zeit_Aus_dem_Fexenreich;1893;12749;3000;1893
2158;gutenberg;Hermine;Villinger;Deutschland;H. Wilfried, H. Willfried, Hermine Anna Theresia Xaveria Villinger;Hermine Villinger;1849;1917;female;Die Bas;Villinger_Hermine_Aus_unserer_Zeit_Die_Bas;1893;5032;1388;1893
2159;gutenberg;Hermine;Villinger;Deutschland;H. Wilfried, H. Willfried, Hermine Anna Theresia Xaveria Villinger;Hermine Villinger;1849;1917;female;Revisors;Villinger_Hermine_Aus_unserer_Zeit_Revisors;1893;3516;1288;1893
2160;gutenberg;Hermine;Villinger;Deutschland;H. Wilfried, H. Willfried, Hermine Anna Theresia Xaveria Villinger;Hermine Villinger;1849;1917;female;"""Vons.""";Villinger_Hermine_Aus_unserer_Zeit_Vons;1893;18419;3958;1893
2161;gutenberg;Hermine;Villinger;Deutschland;H. Wilfried, H. Willfried, Hermine Anna Theresia Xaveria Villinger;Hermine Villinger;1849;1917;female;Die Rebächle;Villinger_Hermine_Die_Rebaechle;1910;42068;7185;1910
2162;gutenberg;Eufemia;von Adlersfeld-Ballestrem;Deutschland;Anna Eufemia Carolina Gräfin von Adlersfeld-Ballestrem;Eufemia von Adlersfeld-Ballestrem;1854;1941;female;Amönenhof;von_Adlersfeld-Ballestrem_Eufemia_Amoenenhof;1918;92047;12335;1918
2163;gutenberg;Eufemia;von Adlersfeld-Ballestrem;Deutschland;Anna Eufemia Carolina Gräfin von Adlersfeld-Ballestrem;Eufemia von Adlersfeld-Ballestrem;1854;1941;female;Rosazimmer;von_Adlersfeld-Ballestrem_Eufemia_Rosazimmer;1908;71944;9975;1908
2164;gutenberg;Wolf;von Baudissin;Deutschland;Wolf Wilhelm Graf von Baudissin;Wolf von Baudissin;1847;1936;male;Die Kriegsurlauber;von_Baudissin_Wolf_Die_Kriegsurlauber;1907;80732;7243;1907
2165;gutenberg;Wolf;von Baudissin;Deutschland;Wolf Wilhelm Graf von Baudissin;Wolf von Baudissin;1847;1936;male;Graf Udo Bodo;von_Baudissin_Wolf_Graf_Udo_Bodo;1905;70357;7684;1905
2166;gutenberg;Ferdinande;von Brackel;Deutschland;Ferdinande Maria Theresia Freiin von Brackel;Ferdinande von Brackel;1835;1905;male;Die Tochter des Kunstreiters;von_Brackel_Ferdinande_Die_Tochter_des_Kunstreiters;1880;95669;11656;1880
2167;gutenberg;Frieda;von Bülow;Deutschland;Frieda Sophie Luise Freiin von Bülow;Frieda von Bülow;1857;1909;female;Die stilisierte Frau;von_Buelow_Frieda_Die_schoensten_Novellen_Die_stilisierte_Frau;1893;13725;3821;1893
2168;gutenberg;Frieda;von Bülow;Deutschland;Frieda Sophie Luise Freiin von Bülow;Frieda von Bülow;1857;1909;female;Lass mich nun vergessen;von_Buelow_Frieda_Die_schoensten_Novellen_Lass_mich_nun_vergessen;1893;17883;4531;1893
2169;gutenberg;Frieda;von Bülow;Deutschland;Frieda Sophie Luise Freiin von Bülow;Frieda von Bülow;1857;1909;female;Sie und Er;von_Buelow_Frieda_Die_schoensten_Novellen_Sie_und_Er;1893;8214;2533;1893
2170;gutenberg;Frieda;von Bülow;Deutschland;Frieda Sophie Luise Freiin von Bülow;Frieda von Bülow;1857;1909;female;Zwei Menschen;von_Buelow_Frieda_Die_schoensten_Novellen_Zwei_Menschen;1893;15477;4051;1893
2171;gutenberg;Eugen Hermann;von Dedenroth;Deutschland;;Eugen Hermann von Dedenroth;1829;1887;male;Die Bescholtenen;von_Dedenroth_Eugen_Hermann_Die_Bescholtenen;1880;68276;8387;1880
2172;gutenberg;Friedrich;von Dincklage;Deutschland;Freiherr Friedrich von Dincklage-Campe;Friedrich von Dincklage;1839;1918;male;Anker geschlippt;von_Dincklage_Friedrich_Anker_geschlippt;1889;19882;4503;1889
2173;textgrid;Marie;von Ebner-Eschenbach;Österreich;Marie Dubský von Třebomyslice;Marie von Ebner-Eschenbach;1830;1916;female;Agave;von_Ebner-Eschenbach_Marie_Agave;1903;42175;8326;1903
2174;textgrid;Marie;von Ebner-Eschenbach;Österreich;Marie Dubský von Třebomyslice;Marie von Ebner-Eschenbach;1830;1916;female;Bozena;von_Ebner-Eschenbach_Marie_Bozena;1875;62692;10578;1875
2175;textgrid;Marie;von Ebner-Eschenbach;Österreich;Marie Dubský von Třebomyslice;Marie von Ebner-Eschenbach;1830;1916;female;Das Gemeindekind;von_Ebner-Eschenbach_Marie_Das_Gemeindekind;1887;63844;9955;1887
2176;textgrid;Marie;von Ebner-Eschenbach;Österreich;Marie Dubský von Třebomyslice;Marie von Ebner-Eschenbach;1830;1916;female;Das Schädliche;von_Ebner-Eschenbach_Marie_Das_Schaedliche;1894;20001;4676;1894
2177;textgrid;Marie;von Ebner-Eschenbach;Österreich;Marie Dubský von Třebomyslice;Marie von Ebner-Eschenbach;1830;1916;female;Der gute Mond;von_Ebner-Eschenbach_Marie_Der_gute_Mond;1886;8724;2589;1886
2178;textgrid;Marie;von Ebner-Eschenbach;Österreich;Marie Dubský von Třebomyslice;Marie von Ebner-Eschenbach;1830;1916;female;Der Herr Hofrat;von_Ebner-Eschenbach_Marie_Der_Herr_Hofrat;1912;14438;4019;1912
2179;textgrid;Marie;von Ebner-Eschenbach;Österreich;Marie Dubský von Třebomyslice;Marie von Ebner-Eschenbach;1830;1916;female;Der Kreisphysikus;von_Ebner-Eschenbach_Marie_Der_Kreisphysikus;1883;21134;5532;1883
2180;gutenberg;Marie;von Ebner-Eschenbach;Österreich;Marie Dubský von Třebomyslice;Marie von Ebner-Eschenbach;1830;1916;female;Der Säger;von_Ebner-Eschenbach_Marie_Der_Saeger;1910;4343;1611;1910
2181;textgrid;Marie;von Ebner-Eschenbach;Österreich;Marie Dubský von Třebomyslice;Marie von Ebner-Eschenbach;1830;1916;female;Der Vorzugsschüler;von_Ebner-Eschenbach_Marie_Der_Vorzugsschueler;1898;12857;3406;1898
2182;gutenberg;Marie;von Ebner-Eschenbach;Österreich;Marie Dubský von Třebomyslice;Marie von Ebner-Eschenbach;1830;1916;female;Die arme Kleine;von_Ebner-Eschenbach_Marie_Die_arme_Kleine;1903;58501;9586;1903
2183;textgrid;Marie;von Ebner-Eschenbach;Österreich;Marie Dubský von Třebomyslice;Marie von Ebner-Eschenbach;1830;1916;female;Die Freiherren von Gemperlein;von_Ebner-Eschenbach_Marie_Die_Freiherren_von_Gemperlein;1889;14745;4136;1889
2184;textgrid;Marie;von Ebner-Eschenbach;Österreich;Marie Dubský von Třebomyslice;Marie von Ebner-Eschenbach;1830;1916;female;Die Poesie des Unbewussten;von_Ebner-Eschenbach_Marie_Die_Poesie_des_Unbewussten;1883;3630;1222;1883
2185;gutenberg;Marie;von Ebner-Eschenbach;Österreich;Marie Dubský von Třebomyslice;Marie von Ebner-Eschenbach;1830;1916;female;Die Resel;von_Ebner-Eschenbach_Marie_Die_Resel;1883;4997;1549;1883
2186;gutenberg;Marie;von Ebner-Eschenbach;Österreich;Marie Dubský von Třebomyslice;Marie von Ebner-Eschenbach;1830;1916;female;Die Spitzin;von_Ebner-Eschenbach_Marie_Die_Spitzin;1901;3498;1295;1901
2187;gutenberg;Marie;von Ebner-Eschenbach;Österreich;Marie Dubský von Třebomyslice;Marie von Ebner-Eschenbach;1830;1916;female;Die Sünderin;von_Ebner-Eschenbach_Marie_Die_Suenderin;1915;2235;877;1915
2188;gutenberg;Marie;von Ebner-Eschenbach;Österreich;Marie Dubský von Třebomyslice;Marie von Ebner-Eschenbach;1830;1916;female;Die Totenwacht;von_Ebner-Eschenbach_Marie_Die_Totenwacht;1894;6444;1925;1894
2189;textgrid;Marie;von Ebner-Eschenbach;Österreich;Marie Dubský von Třebomyslice;Marie von Ebner-Eschenbach;1830;1916;female;Ein kleiner Roman;von_Ebner-Eschenbach_Marie_Ein_kleiner_Roman;1879;26364;5643;1879
2190;textgrid;Marie;von Ebner-Eschenbach;Österreich;Marie Dubský von Třebomyslice;Marie von Ebner-Eschenbach;1830;1916;female;Ein Spätgeborner;von_Ebner-Eschenbach_Marie_Ein_Spaetgeborner;1875;15738;4247;1875
2191;textgrid;Marie;von Ebner-Eschenbach;Österreich;Marie Dubský von Třebomyslice;Marie von Ebner-Eschenbach;1830;1916;female;Er laßt die Hand küssen;von_Ebner-Eschenbach_Marie_Er_lasst_die_Hand;1886;6128;2062;1886
2192;textgrid;Marie;von Ebner-Eschenbach;Österreich;Marie Dubský von Třebomyslice;Marie von Ebner-Eschenbach;1830;1916;female;Ihr Traum;von_Ebner-Eschenbach_Marie_Ihr_Traum;1886;9531;2924;1886
2193;textgrid;Marie;von Ebner-Eschenbach;Österreich;Marie Dubský von Třebomyslice;Marie von Ebner-Eschenbach;1830;1916;female;Krambambuli;von_Ebner-Eschenbach_Marie_Krambambuli;1883;3811;1475;1883
2194;textgrid;Marie;von Ebner-Eschenbach;Österreich;Marie Dubský von Třebomyslice;Marie von Ebner-Eschenbach;1830;1916;female;Lotti, die Uhrmacherin;von_Ebner-Eschenbach_Marie_Lotti;1880;33544;6897;1880
2195;textgrid;Marie;von Ebner-Eschenbach;Österreich;Marie Dubský von Třebomyslice;Marie von Ebner-Eschenbach;1830;1916;female;Maslans Frau;von_Ebner-Eschenbach_Marie_Maslans_Frau;1901;11450;2984;1901
2196;textgrid;Marie;von Ebner-Eschenbach;Österreich;Marie Dubský von Třebomyslice;Marie von Ebner-Eschenbach;1830;1916;female;Nach dem Tode;von_Ebner-Eschenbach_Marie_Nach_dem_Tode;1883;24318;5678;1883
2197;gutenberg;Marie;von Ebner-Eschenbach;Österreich;Marie Dubský von Třebomyslice;Marie von Ebner-Eschenbach;1830;1916;female;Oversberg;von_Ebner-Eschenbach_Marie_Oversberg;1892;14044;3364;1892
2198;textgrid;Marie;von Ebner-Eschenbach;Österreich;Marie Dubský von Třebomyslice;Marie von Ebner-Eschenbach;1830;1916;female;Unsühnbar;von_Ebner-Eschenbach_Marie_Unsuehnbar;1890;58015;10538;1890
2199;gutenberg;Marie;von Ebner-Eschenbach;Österreich;Marie Dubský von Třebomyslice;Marie von Ebner-Eschenbach;1830;1916;female;Unverbesserlich;von_Ebner-Eschenbach_Marie_Unverbesserlich;1910;13905;3870;1910
2200;gutenberg;Nataly;von Eschstruth;Deutschland;Nataly (Natalie) Auguste Karline Amalie Hermine von Eschstruth, Nataly von Knobelsdorff-Brenkenhoff;Nataly von Eschstruth;1860;1939;female;Der Irrgeist des Schlosses;von_Eschstruth_Nataly_Der_Irrgeist_des_Schlosses;1886;60513;10477;1886
2201;gutenberg;Nataly;von Eschstruth;Deutschland;Nataly (Natalie) Auguste Karline Amalie Hermine von Eschstruth, Nataly von Knobelsdorff-Brenkenhoff;Nataly von Eschstruth;1860;1939;female;Der Stern des Glücks;von_Eschstruth_Nataly_Der_Stern_des_Gluecks;1913;79555;12722;1913
2202;gutenberg;Nataly;von Eschstruth;Deutschland;Nataly (Natalie) Auguste Karline Amalie Hermine von Eschstruth, Nataly von Knobelsdorff-Brenkenhoff;Nataly von Eschstruth;1860;1939;female;Der verlorene Sohn;von_Eschstruth_Nataly_Der_verlorene_Sohn;1902;95596;13772;1902
2203;gutenberg;Nataly;von Eschstruth;Deutschland;Nataly (Natalie) Auguste Karline Amalie Hermine von Eschstruth, Nataly von Knobelsdorff-Brenkenhoff;Nataly von Eschstruth;1860;1939;female;Die Bären von Hohen-Esp;von_Eschstruth_Nataly_Die_Baeren_von_Hohen-Esp;1902;60038;9670;1902
2204;gutenberg;Nataly;von Eschstruth;Deutschland;Nataly (Natalie) Auguste Karline Amalie Hermine von Eschstruth, Nataly von Knobelsdorff-Brenkenhoff;Nataly von Eschstruth;1860;1939;female;Die Erlkönigin;von_Eschstruth_Nataly_Die_Erlkoenigin;1870;53570;9419;1870
2205;gutenberg;Nataly;von Eschstruth;Deutschland;Nataly (Natalie) Auguste Karline Amalie Hermine von Eschstruth, Nataly von Knobelsdorff-Brenkenhoff;Nataly von Eschstruth;1860;1939;female;Frühlingsstürme;von_Eschstruth_Nataly_Fruehlingsstuerme;1899;109338;15173;1899
2206;gutenberg;Nataly;von Eschstruth;Deutschland;Nataly (Natalie) Auguste Karline Amalie Hermine von Eschstruth, Nataly von Knobelsdorff-Brenkenhoff;Nataly von Eschstruth;1860;1939;female;Gänseliesel;von_Eschstruth_Nataly_Gaenseliesel;1886;121953;17683;1886
2207;gutenberg;Nataly;von Eschstruth;Deutschland;Nataly (Natalie) Auguste Karline Amalie Hermine von Eschstruth, Nataly von Knobelsdorff-Brenkenhoff;Nataly von Eschstruth;1860;1939;female;Hofluft;von_Eschstruth_Nataly_Hofluft;1889;104763;16828;1889
2208;gutenberg;Nataly;von Eschstruth;Deutschland;Nataly (Natalie) Auguste Karline Amalie Hermine von Eschstruth, Nataly von Knobelsdorff-Brenkenhoff;Nataly von Eschstruth;1860;1939;female;Jung gefreit;von_Eschstruth_Nataly_Jung_gefreit;1897;116475;15798;1897
2209;textgrid;Louise;von François;Deutschland;Marie Louise von François;Louise von François;1817;1893;female;Der Katzenjunker;von_Francois_Louise_Der_Katzenjunker;1879;36585;8756;1879
2210;textgrid;Louise;von François;Deutschland;Marie Louise von François;Louise von François;1817;1893;female;Der Posten der Frau;von_Francois_Louise_Der_Posten_der_Frau;1881;19962;5055;1881
2211;DTA;Louise;von François;Deutschland;Marie Louise von François;Louise von François;1817;1893;female;Die letzte Reckenburgerin;von_Francois_Louise_Die_letzte_Reckenburgerin;1871/1870;92228;15814;1870
2212;gutenberg;Louise;von François;Deutschland;Marie Louise von François;Louise von François;1817;1893;female;Judith die Kluswirtin;von_Francois_Louise_Judith_die_Kluswirtin;1883;45128;9448;1883
2213;textgrid;Louise;von François;Deutschland;Marie Louise von François;Louise von François;1817;1893;female;Phosphorus Hollunder;von_Francois_Louise_Phosphorus_Hollunder;1881;14070;4225;1881
2214;textgrid;Louise;von François;Deutschland;Marie Louise von François;Louise von François;1817;1893;female;Stufenjahre eines Glücklichen;von_Francois_Louise_Stufenjahre_eines_Gluecklichen;1877;163891;23000;1877
2215;gutenberg;Claire;von Glümer;Deutschland;;Claire von Glümer;1825;1906;female;Gesühnt;von_Gluemer_Claire_Gesuehnt;1876;26981;4799;1876
2216;gutenberg;Hanns;von Gumppenberg;Deutschland;Hanns Theodor Wilhelm Freiherr von Gumppenberg;Hanns von Gumppenberg;1866;1928;male;Die letzte Ehre;von_Gumppenberg_Hanns_Die_letzte_Ehre;1895;3710;1563;1895
2217;gutenberg;Hanns;von Gumppenberg;Deutschland;Hanns Theodor Wilhelm Freiherr von Gumppenberg;Hanns von Gumppenberg;1866;1928;male;Vom Fenster aus;von_Gumppenberg_Hanns_Vom_Fenster_aus;1895;1380;673;1895
2218;gutenberg;Karl;von Heigel;Deutschland;Karl August Heigel, Ritter von Heigel;Karl von Heigel;1835;1905;male;Im Isartal;von_Heigel_Karl_Im_Isartal;1902;26305;5763;1902
2219;textgrid;Henry;von Heiseler;Deutschland;;Henry von Heiseler;1875;1928;male;Der Begleiter;von_Heiseler_Henry_Der_Begleiter;1916;6918;2176;1916
2221;gutenberg;Elisabeth;von Heyking;Deutschland;geb. Elisabeth von Flemming;Elisabeth von Heyking;1861;1925;female;Aus dem Land der Ostseeritter;von_Heyking_Elisabeth_Aus_dem_Land;1903;8630;2817;1903
2222;textgrid;Elisabeth;von Heyking;Deutschland;geb. Elisabeth von Flemming;Elisabeth von Heyking;1861;1925;female;Briefe, die ihn nicht erreichten;von_Heyking_Elisabeth_Briefe;1902;47373;9114;1902
2223;textgrid;Elisabeth;von Heyking;Deutschland;geb. Elisabeth von Flemming;Elisabeth von Heyking;1861;1925;female;Das Geheimnis des Amerikaners;von_Heyking_Elisabeth_Das_Geheimnis_des_Amerikaners;1905;3843;1622;1905
2224;textgrid;Elisabeth;von Heyking;Deutschland;geb. Elisabeth von Flemming;Elisabeth von Heyking;1861;1925;female;Der Tag Anderer;von_Heyking_Elisabeth_Der_Tag_Anderer;1905;23851;5187;1905
2225;gutenberg;Elisabeth;von Heyking;Deutschland;geb. Elisabeth von Flemming;Elisabeth von Heyking;1861;1925;female;Die Orgelpfeifen;von_Heyking_Elisabeth_Die_Orgelpfeifen;1918;15117;4088;1918
2226;textgrid;Elisabeth;von Heyking;Deutschland;geb. Elisabeth von Flemming;Elisabeth von Heyking;1861;1925;female;Gewesen;von_Heyking_Elisabeth_Gewesen;1905;5395;2101;1905
2227;gutenberg;Elisabeth;von Heyking;Deutschland;geb. Elisabeth von Flemming;Elisabeth von Heyking;1861;1925;female;Ille mihi;von_Heyking_Elisabeth_Ille_mihi;1905;96840;14491;1905
2228;gutenberg;Elisabeth;von Heyking;Deutschland;geb. Elisabeth von Flemming;Elisabeth von Heyking;1861;1925;female;Liebe, Diplomatie und Holzhäuser;von_Heyking_Elisabeth_Liebe;1919;81793;12177;1919
2229;textgrid;Elisabeth;von Heyking;Deutschland;geb. Elisabeth von Flemming;Elisabeth von Heyking;1861;1925;female;Tschun;von_Heyking_Elisabeth_Tschun;1914;62898;10807;1914
2230;textgrid;Elisabeth;von Heyking;Deutschland;geb. Elisabeth von Flemming;Elisabeth von Heyking;1861;1925;female;Über einen Hund und die Monroe-Doktrin;von_Heyking_Elisabeth_Ueber_einen_Hund;1905;6261;2132;1905
2231;gutenberg;Wilhemine;von Hillern;Deutschland;geb. Wilhelmine Birch;Wilhemine von Hillern;1836;1916;female;Die Geier-Wally;von_Hillern_Wilhemine_Die_Geier-Wally;1875;56861;8464;1875
2232;gutenberg;Hugo;von Hofmannsthal;Österreich;Hugo Laurenz August Hofmann, Edler von;Hugo von Hofmannsthal;1874;1929;male;Age of Innocence;von_Hofmannsthal_Hugo_Age_of_Innocence;1891;3147;1327;1891
2233;gutenberg;Hugo;von Hofmannsthal;Österreich;Hugo Laurenz August Hofmann, Edler von;Hugo von Hofmannsthal;1874;1929;male;Augenblicke in Griechenland;von_Hofmannsthal_Hugo_Augenblicke_in_Griechenland;1917;12444;3438;1917
2234;textgrid;Hugo;von Hofmannsthal;Österreich;Hugo Laurenz August Hofmann, Edler von;Hugo von Hofmannsthal;1874;1929;male;Das Märchen der 672. Nacht;von_Hofmannsthal_Hugo_Das_Maerchen_der;1895;6285;1875;1895
2235;gutenberg;Hugo;von Hofmannsthal;Österreich;Hugo Laurenz August Hofmann, Edler von;Hugo von Hofmannsthal;1874;1929;male;Der Brief des letzten Contarin;von_Hofmannsthal_Hugo_Der_Brief;1902;2069;916;1902
2236;gutenberg;Hugo;von Hofmannsthal;Österreich;Hugo Laurenz August Hofmann, Edler von;Hugo von Hofmannsthal;1874;1929;male;Die Briefe des Zurückgekehrten;von_Hofmannsthal_Hugo_Die_Briefe_des_Zurueckgekehrten;1901;9616;2631;1901
2237;textgrid;Hugo;von Hofmannsthal;Österreich;Hugo Laurenz August Hofmann, Edler von;Hugo von Hofmannsthal;1874;1929;male;Die Frau ohne Schatten;von_Hofmannsthal_Hugo_Die_Frau_ohne_Schatten;1911-1914;35797;5728;1911
2238;gutenberg;Hugo;von Hofmannsthal;Österreich;Hugo Laurenz August Hofmann, Edler von;Hugo von Hofmannsthal;1874;1929;male;Die Wege und die Begegnungen;von_Hofmannsthal_Hugo_Die_Wege;1913;1681;732;1913
2239;textgrid;Hugo;von Hofmannsthal;Österreich;Hugo Laurenz August Hofmann, Edler von;Hugo von Hofmannsthal;1874;1929;male;Erlebnis des Marschalls von Bassompierre;von_Hofmannsthal_Hugo_Erlebnis_des_Marschalls;1900;3751;1282;1900
2240;textgrid;Hugo;von Hofmannsthal;Österreich;Hugo Laurenz August Hofmann, Edler von;Hugo von Hofmannsthal;1874;1929;male;Lucidor;von_Hofmannsthal_Hugo_Lucidor;1907-1909;4616;1521;1907
2241;gutenberg;Hugo;von Hofmannsthal;Österreich;Hugo Laurenz August Hofmann, Edler von;Hugo von Hofmannsthal;1874;1929;male;Raoul Richter;von_Hofmannsthal_Hugo_Raoul_Richter;1896;2698;1027;1896
2242;textgrid;Hugo;von Hofmannsthal;Österreich;Hugo Laurenz August Hofmann, Edler von;Hugo von Hofmannsthal;1874;1929;male;Reitergeschichte;von_Hofmannsthal_Hugo_Reitergeschichte;1899;3466;1428;1899
2243;textgrid;Eduard;von Keyserling;Deutschland;;Eduard von Keyserling;1855;1918;male;Abendliche Häuser;von_Keyserling_Eduard_Abendliche_Haeuser;1914;46357;6531;1914
2244;gutenberg;Eduard;von Keyserling;Deutschland;;Eduard von Keyserling;1855;1918;male;Am Südhang;von_Keyserling_Eduard_Am_Suedhang;1916;23424;4046;1916
2245;DTA;Eduard;von Keyserling;Deutschland;;Eduard von Keyserling;1855;1918;male;Beate und Mareile;von_Keyserling_Eduard_Beate_und_Mareile;1903;31880;5809;1903
2246;gutenberg;Eduard;von Keyserling;Deutschland;;Eduard von Keyserling;1855;1918;male;Bunte Herzen;von_Keyserling_Eduard_Bunte_Herzen;1909;26628;4425;1909
2247;gutenberg;Eduard;von Keyserling;Deutschland;;Eduard von Keyserling;1855;1918;male;Die dritte Stiege;von_Keyserling_Eduard_Die_dritte_Stiege;1892;74663;10048;1892
